time,open,high,low,close,volume
1735537200,21659.0,21663.25,21658.25,21661.0,52
1735537320,21662.0,21663.5,21660.5,21661.5,61
1735537440,21661.25,21661.75,21657.0,21658.75,61
1735537560,21658.5,21661.5,21658.5,21659.5,35
1735537680,21659.5,21660.25,21655.75,21657.0,51
1735537800,21656.25,21660.25,21655.75,21658.0,69
1735537920,21658.0,21658.0,21654.25,21656.75,90
1735538040,21656.5,21656.75,21654.0,21655.25,86
1735538160,21656.0,21656.25,21646.5,21646.5,211
1735538280,21646.5,21648.25,21641.75,21646.5,304
1735538400,21647.75,21649.75,21642.5,21647.0,257
1735538520,21647.5,21650.0,21643.5,21648.0,206
1735538640,21647.75,21649.5,21644.0,21648.5,96
1735538760,21648.25,21653.5,21648.25,21648.75,185
1735538880,21649.75,21652.0,21646.0,21651.75,98
1735539000,21651.5,21651.5,21638.5,21638.5,192
1735539120,21638.5,21639.0,21631.0,21633.0,337
1735539240,21632.75,21636.0,21630.25,21634.5,267
1735539360,21633.75,21637.25,21631.0,21637.25,113
1735539480,21636.75,21637.75,21632.5,21633.25,86
1735539600,21633.0,21633.25,21613.0,21617.5,714
1735539720,21618.75,21621.75,21615.0,21619.0,254
1735539840,21619.25,21620.5,21607.0,21607.5,436
1735539960,21608.25,21620.25,21608.25,21617.5,272
1735540080,21617.75,21618.25,21613.75,21614.5,130
1735540200,21615.25,21623.75,21609.25,21609.5,316
1735540320,21609.0,21609.5,21584.25,21598.0,1233
1735540440,21597.75,21600.25,21586.0,21586.25,529
1735540560,21587.0,21588.75,21559.0,21561.5,1186
1735540680,21561.5,21564.75,21544.75,21551.0,964
1735540800,21549.25,21558.25,21530.5,21531.5,1070
1735540920,21530.75,21531.75,21491.5,21499.25,2250
1735541040,21499.25,21523.0,21496.0,21522.25,1291
1735541160,21521.75,21524.25,21511.25,21515.0,577
1735541280,21514.25,21515.5,21441.75,21464.75,2982
1735541400,21465.75,21476.25,21456.5,21469.5,1298
1735541520,21469.75,21486.25,21462.5,21478.75,858
1735541640,21478.0,21489.25,21467.25,21481.5,1053
1735541760,21481.0,21496.5,21480.75,21484.25,787
1735541880,21484.75,21486.0,21479.0,21482.25,524
1735542000,21482.25,21493.0,21474.25,21490.25,662
1735542120,21490.5,21496.0,21481.0,21488.0,608
1735542240,21488.75,21494.0,21471.5,21474.75,646
1735542360,21474.0,21483.25,21467.75,21482.25,620
1735542480,21482.0,21486.25,21466.0,21470.75,533
1735542600,21471.75,21473.75,21455.0,21456.0,651
1735542720,21456.0,21472.0,21456.0,21458.75,640
1735542840,21459.5,21463.75,21445.0,21446.75,888
1735542960,21446.75,21467.0,21444.5,21463.0,958
1735543080,21463.75,21481.75,21461.0,21480.25,692
1735543200,21479.75,21484.5,21472.25,21474.75,578
1735543320,21474.75,21475.25,21463.75,21473.0,458
1735543440,21473.0,21482.0,21472.25,21476.25,406
1735543560,21476.5,21476.5,21468.5,21469.25,275
1735543680,21468.75,21468.75,21458.75,21462.5,576
1735543800,21462.5,21474.5,21452.0,21455.0,821
1735543920,21454.5,21463.0,21449.25,21449.5,507
1735544040,21449.75,21459.5,21412.75,21416.5,1711
1735544160,21417.25,21418.25,21395.0,21398.0,1887
1735544280,21398.0,21415.25,21394.25,21401.25,962
1735544400,21400.75,21424.25,21396.5,21423.25,1017
1735544520,21422.0,21423.25,21403.25,21405.75,894
1735544640,21406.0,21412.75,21381.75,21387.0,1401
1735544760,21387.0,21396.5,21379.75,21393.25,1106
1735544880,21392.75,21407.5,21391.0,21394.75,915
1735545000,21394.5,21399.5,21382.5,21396.75,925
1735545120,21397.0,21404.25,21378.5,21386.0,910
1735545240,21386.25,21392.0,21368.0,21370.25,1149
1735545360,21370.25,21373.0,21358.5,21368.5,1510
1735545480,21368.75,21382.75,21364.75,21378.0,1192
1735545600,21378.75,21386.25,21375.0,21375.0,1370
1735545720,21375.5,21385.75,21375.0,21379.75,825
1735545840,21380.0,21425.75,21378.75,21416.75,2039
1735545960,21416.75,21417.75,21391.75,21399.5,1453
1735546080,21399.5,21410.0,21394.25,21406.25,941
1735546200,21405.25,21411.5,21393.5,21407.0,636
1735546320,21406.5,21423.5,21406.0,21416.75,1029
1735546440,21417.75,21418.75,21407.75,21410.0,584
1735546560,21409.75,21415.0,21398.0,21403.0,638
1735546680,21403.5,21410.25,21398.0,21410.0,516
1735546800,21409.75,21416.75,21405.0,21406.5,632
1735546920,21406.25,21406.25,21392.0,21397.5,696
1735547040,21397.0,21407.5,21383.75,21405.75,1483
1735547160,21405.5,21408.25,21393.75,21406.0,1009
1735547280,21405.25,21415.75,21398.25,21409.5,1609
1735547400,21409.0,21416.0,21370.25,21392.0,7572
1735547520,21391.5,21404.75,21342.75,21354.75,5941
1735547640,21355.5,21374.0,21330.5,21362.0,6427
1735547760,21361.5,21366.0,21339.75,21363.75,3756
1735547880,21364.25,21387.5,21359.75,21362.25,4306
