Date,Time,Open,High,Low,Close,Volume
11/01/2024,00:00:00,20081.5,20082.25,20077.25,20079.5,212
11/01/2024,00:03:00,20079.5,20088.75,20077.5,20085.5,191
11/01/2024,00:06:00,20085.75,20094.0,20085.75,20092.0,179
11/01/2024,00:09:00,20091.5,20092.75,20084.5,20091.5,184
11/01/2024,00:12:00,20091.75,20098.0,20088.75,20096.25,167
11/01/2024,00:15:00,20096.25,20105.0,20093.0,20104.25,325
11/01/2024,00:18:00,20103.5,20113.5,20102.5,20111.75,452
11/01/2024,00:21:00,20111.5,20112.25,20107.0,20111.25,181
11/01/2024,00:24:00,20111.5,20112.0,20106.25,20107.5,225
11/01/2024,00:27:00,20106.5,20118.0,20106.5,20117.0,286
11/01/2024,00:30:00,20118.0,20119.25,20115.0,20117.0,246
11/01/2024,00:33:00,20118.25,20125.0,20117.0,20120.5,346
11/01/2024,00:36:00,20119.75,20125.25,20118.75,20123.0,261
11/01/2024,00:39:00,20122.75,20124.5,20119.0,20122.0,176
11/01/2024,00:42:00,20122.5,20122.75,20118.25,20119.0,146
11/01/2024,00:45:00,20119.75,20127.0,20116.0,20120.5,401
11/01/2024,00:48:00,20120.0,20123.75,20116.5,20116.5,175
11/01/2024,00:51:00,20116.5,20119.5,20109.25,20109.5,301
11/01/2024,00:54:00,20109.25,20119.25,20109.25,20118.5,204
11/01/2024,00:57:00,20120.0,20125.0,20119.75,20120.5,215
11/01/2024,01:00:00,20121.5,20122.5,20114.25,20119.75,197
11/01/2024,01:03:00,20120.0,20123.25,20112.25,20113.5,142
11/01/2024,01:06:00,20113.0,20116.5,20111.0,20116.0,184
11/01/2024,01:09:00,20117.0,20117.75,20112.25,20113.75,111
11/01/2024,01:12:00,20114.0,20116.0,20110.75,20111.25,79
11/01/2024,01:15:00,20111.25,20112.5,20105.5,20106.0,161
11/01/2024,01:18:00,20106.25,20106.5,20099.25,20102.25,281
11/01/2024,01:21:00,20102.25,20108.5,20100.0,20101.0,202
11/01/2024,01:24:00,20101.5,20101.5,20083.0,20087.0,429
11/01/2024,01:27:00,20087.25,20094.75,20087.25,20090.25,177
11/01/2024,01:30:00,20090.0,20096.75,20086.5,20087.0,296
11/01/2024,01:33:00,20086.25,20090.0,20083.0,20089.0,106
11/01/2024,01:36:00,20088.75,20090.75,20086.25,20087.5,87
11/01/2024,01:39:00,20087.75,20090.5,20087.0,20089.25,52
11/01/2024,01:42:00,20089.75,20092.5,20087.0,20091.0,148
11/01/2024,01:45:00,20091.0,20097.75,20089.75,20095.75,208
11/01/2024,01:48:00,20096.0,20098.25,20077.0,20078.25,485
