time,open,high,low,close,volume
1735300800,21571.75,21591.75,21570.5,21589.25,2482
1735300980,21589.0,21605.75,21582.75,21589.0,2366
1735301160,21589.0,21592.0,21556.5,21563.75,3454
1735301340,21564.5,21581.0,21563.0,21579.0,1910
1735301520,21579.25,21593.0,21578.5,21582.75,1802
1735301700,21582.75,21600.0,21579.0,21581.75,2048
1735301880,21581.75,21597.5,21581.75,21588.0,1569
1735302060,21588.75,21593.0,21581.75,21590.5,1139
1735302240,21591.25,21606.5,21577.0,21579.5,2133
1735302420,21579.5,21591.75,21576.0,21587.75,1401
1735302600,21587.75,21603.0,21578.25,21596.0,1781
1735302780,21595.25,21613.5,21591.5,21603.25,1973
1735302960,21603.5,21620.25,21603.5,21608.5,2240
1735303140,21608.75,21627.5,21605.75,21618.0,1830
1735303320,21617.5,21629.25,21614.75,21629.0,1138
1735303500,21627.75,21637.75,21612.25,21615.5,2314
1735303680,21616.0,21645.5,21616.0,21644.5,2509
1735303860,21644.75,21663.25,21636.0,21655.25,4184
1735304040,21655.0,21674.75,21652.0,21666.5,3281
1735304220,21666.5,21677.75,21662.5,21669.0,2794
1735304400,21666.75,21671.25,21652.0,21657.25,2883
1735304580,21657.25,21671.25,21655.25,21669.25,1492
1735304760,21669.75,21686.25,21661.75,21668.0,2892
1735304940,21667.25,21681.0,21661.0,21667.25,1737
1735305120,21667.25,21671.75,21658.0,21662.5,1637
1735305300,21662.0,21668.25,21653.0,21667.5,1778
1735305480,21668.5,21677.75,21660.0,21672.25,1778
1735305660,21673.0,21675.25,21636.75,21640.0,2659
1735305840,21640.0,21654.75,21636.75,21640.75,2750
1735306020,21640.0,21654.0,21635.75,21644.5,2053
1735306200,21644.75,21663.5,21639.25,21660.75,2286
1735306380,21660.5,21680.25,21655.0,21676.5,2047
1735306560,21676.5,21679.25,21663.75,21664.0,1582
1735306740,21664.25,21691.0,21661.75,21688.75,2196
1735306920,21689.5,21693.5,21677.0,21685.75,2003
1735307100,21685.5,21695.5,21683.0,21683.75,2170
1735307280,21683.5,21694.25,21678.0,21684.0,1258
1735307460,21684.25,21694.0,21681.75,21689.25,1288
1735307640,21689.5,21711.75,21685.75,21711.75,2767
1735307820,21711.25,21716.5,21699.25,21705.75,2191
1735308000,21705.5,21705.5,21680.25,21682.0,2164
1735308180,21682.75,21686.5,21670.25,21678.25,2767
1735308360,21678.75,21688.5,21655.75,21688.0,3676
1735308540,21688.25,21692.0,21655.5,21660.25,2246
1735308720,21659.5,21666.0,21629.5,21638.5,3882
1735308900,21638.75,21653.25,21634.5,21644.25,3019
1735309080,21643.5,21654.75,21636.25,21641.25,2245
1735309260,21642.0,21644.5,21626.0,21641.75,2449
1735309440,21641.5,21651.5,21637.75,21643.25,2070
1735309620,21642.5,21656.25,21636.5,21649.25,1588
1735309800,21649.0,21651.5,21630.0,21640.0,2339
1735309980,21639.0,21646.75,21634.5,21635.25,1664
1735310160,21635.25,21639.0,21627.75,21636.75,1752
1735310340,21637.25,21641.5,21628.0,21631.25,1559
1735310520,21631.25,21638.25,21606.5,21613.0,3047
1735310700,21613.75,21631.75,21608.25,21626.75,3202
1735310880,21626.5,21680.5,21625.75,21678.75,5524
1735311060,21678.5,21712.0,21675.75,21707.75,6555
1735311240,21707.75,21707.75,21663.25,21681.75,7863
1735311420,21682.25,21704.5,21679.25,21703.0,12430
1735311600,21703.25,21724.75,21701.75,21712.25,5952
1735311780,21712.0,21733.0,21707.75,21727.5,2310
1735311960,21727.75,21732.5,21721.25,21725.5,1392
1735312140,21725.25,21728.0,21718.25,21718.5,1073
1735312320,21718.75,21726.0,21715.75,21724.75,698
1735312500,21724.75,21727.25,21720.75,21722.25,352
1735312680,21722.0,21725.0,21713.5,21714.5,456
1735312860,21714.75,21720.75,21711.75,21717.0,450
1735313040,21717.0,21723.0,21715.5,21720.25,254
1735313220,21720.25,21726.0,21720.25,21723.75,243
1735313400,21724.5,21725.75,21719.75,21721.25,194
1735313580,21720.5,21723.75,21718.75,21722.75,114
1735313760,21722.75,21723.5,21718.25,21720.5,169
1735313940,21720.25,21721.0,21713.25,21716.75,204
1735314120,21716.0,21718.0,21713.75,21716.25,255
1735314300,21715.5,21721.25,21714.5,21719.5,308
1735314480,21719.75,21721.0,21715.5,21719.25,221
1735314660,21719.25,21720.0,21713.25,21716.75,174
1735314840,21717.0,21722.0,21717.0,21722.0,229
1735315020,21721.25,21723.5,21718.0,21719.75,275
1735491600,21711.0,21742.75,21705.5,21731.75,864
1735491780,21732.25,21740.5,21722.5,21725.25,319
1735491960,21722.5,21732.5,21713.25,21730.0,356
1735492140,21730.25,21730.5,21715.5,21715.75,332
1735492320,21715.25,21716.5,21698.0,21705.5,549
1735492500,21706.25,21714.5,21704.5,21709.5,276
1735492680,21709.25,21719.25,21705.5,21718.5,180
1735492860,21717.5,21723.0,21716.25,21717.25,131
1735493040,21717.0,21717.75,21695.5,21700.75,446
1735493220,21700.25,21715.0,21698.75,21708.0,347
1735493400,21707.0,21708.25,21684.0,21689.75,559
1735493580,21689.75,21695.0,21684.25,21693.0,257
1735493760,21692.0,21693.0,21670.5,21673.75,391
1735493940,21675.25,21683.75,21670.75,21680.25,475
1735494120,21678.0,21684.5,21670.5,21684.25,148
1735494300,21684.0,21699.25,21684.0,21693.5,379
1735494480,21693.0,21694.75,21678.5,21681.0,245
1735494660,21680.25,21706.0,21680.0,21702.25,406
1735494840,21703.25,21705.0,21696.0,21702.25,184
1735495020,21703.5,21703.75,21696.0,21703.0,125
1735495200,21701.0,21706.5,21673.75,21681.5,459
1735495380,21682.0,21695.0,21680.5,21685.25,205
1735495560,21684.0,21701.0,21683.75,21701.0,155
1735495740,21700.0,21700.0,21692.0,21694.75,84
1735495920,21697.0,21702.5,21696.25,21696.5,127
1735496100,21696.75,21698.0,21687.0,21696.25,169
1735496280,21697.75,21701.0,21693.75,21698.25,78
1735496460,21696.25,21709.25,21693.5,21706.5,204
1735496640,21707.5,21712.5,21702.75,21704.75,176
1735496820,21705.25,21717.25,21705.0,21715.25,225
1735497000,21714.0,21718.5,21712.0,21714.75,189
1735497180,21714.5,21716.25,21707.25,21711.0,163
1735497360,21710.75,21711.5,21702.5,21705.5,188
1735497540,21705.25,21706.5,21698.0,21703.75,188
1735497720,21704.5,21714.0,21704.0,21711.25,161
1735497900,21712.5,21718.5,21712.25,21715.25,166
1735498080,21714.0,21721.75,21712.75,21715.25,153
1735498260,21716.0,21718.0,21711.0,21715.25,97
1735498440,21715.0,21716.75,21708.0,21710.5,168
1735498620,21711.5,21715.0,21708.75,21710.5,87
